,Restaurant Name,Rating,Reviews,positive,negative,neutral,overall
0,Satchel's Pizza,4.5 star rating,"Their pizzas are amazing. Everything from the pizza bread, the sauce and cheese is amazeballs!! I could go everyday and never get tired of eating here. They have a cute blue van that people can eat in. I never have because of my arthritis. They have a shop that has awesome things to give as gifts or keep For yourself.  They also have a spot for a band, we've never gone at those times. Their parking can get congested at peak hours as everyone loves to eat here! So come early, or park next door. But I'd suggest going for an early dinner or a nice long lunch.

Oh! Also, they are cash only. They have an ATM, I don't remember how much it costs to take money out, but that part goes to a charity.  Welcome to Gainesville! Have a great time.",0.276,0.035,0.689,Positive
1,Satchel's Pizza,4.5 star rating,"""Disneyland for hippies"".  

But yeah, they have vegan pizza and tempeh toppings, reasonably priced so I'm not mad at it.  
Ask for the vegan personal pizza, off menu special.  It's the size and price of two large slices ($8 + 50c topping, load it up!) and I could barely eat all of it!  Pretty good crust depending on how long it's been in the oven, it's *perfect* almost NY style it's it's fully cooked/a like extra crusty.  I've had it a little underdone too.

Lightning salvage music venue in back is similarly hoky, like a Chuck E. Cheese for adults.  Get good and high before you go, and the bizzarro folk art everywhere will be a fun experience.

Staff is a little off.  Not enough to ruin your meal though.  They play good music sometimes, especially in the back.  My favorite seating is the little alley of booths on the side of the building, if you go with friends it feels private even with other people in there.  

Also they have good soda.",0.298,0.05,0.652,Positive
2,Satchel's Pizza,4.5 star rating,"I don't look to go to Satchel's very often, as I am really not a fan of their pizza, but it is close to my work place, so it happens from time to time.

This time around it was for lunch, so I went for the lunch special of a salad and a slice of pizza, plus an extra slice because I was feeling hungry. One slice of jalapeno, the other with pineapple. Frankly, I should have just gone for the single slice with two toppings, because I was stuffed afterwards.

The salads are quite good, I will happily admit. The pizza? Meh. Really, not a fan of this style of pizza and how they make it. However, the place is a definite college town kind of place, which is odd given how far away from UF it actually is. I would expect to find a place like this across the street from the university, not nearly three miles as the crow flies (which with Gainesville traffic equates to a 20 minute drive).",0.257,0.035,0.708,Positive
3,Satchel's Pizza,4.5 star rating,"Pizza was delicious. Definitely worth a visit while we were in town. The dough was so good and the crust was perfect.

We enjoyed sitting outside in the nice weather. We also ordered a flight of soda to try. My favorite was the ginger ale. Also loved the story sheet that came with the flight!

Service was fast and friendly. We went next door to the little shop afterwards and looked around. Also took a peek in the garden area. Really enjoyed our experience here and will return next time we are in Gainesville.",0.458,0.0,0.542,Positive
4,Satchel's Pizza,4.5 star rating,"When in Gainesville, you HAVE to visit this place!  This is an artsy,  super quirky and uniquely decorated pizza joint! You can eat in a van or even a plane- yep. You heard me!  We started off with a fun handcrafted soda flight, followed by their famous salad, ending with the Satch pan pizza which was phenomenal! The dough was thick, fluffy and soft... the best texture. Slices were huge!  You definitely have to try this spot if you're in the area. We were lucky as we didn't have to wait at all! We were seated immediately on a Friday evening around 6:00 pm.",0.318,0.0,0.682,Positive
5,Satchel's Pizza,4.5 star rating,"The best salad ever!!! Cool place lots to see abs is so amazing how they reuse everything!
Definitely a must try!!",0.565,0.0,0.435,Positive
6,Satchel's Pizza,4.5 star rating,"Top shelf ZA: bar none.   After 50 years of eating pizza this one makes my  all time top 20 globally....and that is a lot of pizza!    A very tasty offering of local craft beer  as well as large volume producers.   A nice selection of toppings and lots of choices for both meat and veg heads.   Their salad is also a standout in both use of real greens and nuts and NOT a lame mess  of iceberg lettuce and shredded carrots.    The house dressing is definitely worth taking home.   A nice interpretation of a balsamic blend kudos!

We had the  veg deep dish with black olives, onions, g-peppers, jalapeños, veg sausage & garlic....2 of us could only eat half.   Reheated luxury will begin tonight as it is even better the next day!

Mind you the variety of flavors does not start or stop with the food.   The folks there we OTT kind and gracious plus the eclectic style makes the 5th star possible for me.   It is a complete experience you will both remember and return to as often as your wasteline will allow....daily if you focus on the salad!
Thanks to Tory and Savannah!",0.239,0.069,0.692,Positive
7,Satchel's Pizza,4.5 star rating,"Good Pizza and good funky Ambience.
The styles of pizza vary, I recommend their house pie.",0.497,0.084,0.419,Positive
8,Satchel's Pizza,4.5 star rating,"We really wanted to go somewhere that would accommodate groups, and I instantly thought of Satchel's Pizza! I had gone here before a few years ago, but after a while we were ready to return. Instantly, the atmosphere was great, it felt really home-y and cozy!

We had a group of around 13 people, so the wait was a little while, but nothing too crazy. It seemed to fly by with the attractions and live music on the Friday night. Our group ordered various types of pizza, and they were absolutely delicious. I loved the fact that it's freshly made, and there were so many varieties that catered to our group's dietary restrictions.

Great food with a great environment--highly recommend if you decide to drop by Gainesville!",0.334,0.026,0.64,Positive
9,Satchel's Pizza,4.5 star rating,"It's never disappointing! If you want pizza that tastes great with an eclectic background, then this is the place to be! The customer service is always friendly and parking is unique.",0.429,0.053,0.518,Positive
10,Bolay,4.5 star rating,"If I were put on the spot to choose a place to eat, my first choice would be Bolay. This is the place that not only hits your tastebud's needs, but also gives you all the nutritional options that your body needs.

I always go with the Sweet Potato Noodles base, basically a savory clear noodle option, but it doesn't taste like sweet potatoes. The vegetable options always vary but I'd recommended the potatoes, Brussels sprouts, zucchini, or corn! I always go with the bbq chicken or teriyaki chicken option but you can't go wrong with any protein.

I love the sauces that come with each bowl, and I'd recommend trying all of them to see which fits your taste buds. The white creamy sauce is also vegan! 10/10 would recommend trying and coming here regularly!!",0.2,0.048,0.752,Positive
11,Bolay,4.5 star rating,"Hip hip BOLAY!

Pictured is a fresh bowl with a base of kale salad and jasmine rice, topped with teriyaki chicken, lemon chicken, beans, roasted red potatoes, and fresh cilantro.

Try this with a side of their pesto sauce; it's remarkable!

For the rating of 4/5, this location just did not have their highly anticipated Asian sweet potato noodles at the time. Next time, I sure hope they do!",0.316,0.0,0.684,Positive
12,Bolay,4.5 star rating,"I've had Bolay before but this time I went ""all out"" for dinner. I ordered a large bowl with steak, potato noodles, kale salad, Brussel sprouts, corn and avocado. The steak and avocado was an upcharge along with the extra shrimp I ordered. Also bought a Hawaiian healer drink and a water. As always the food was fresh and delicious. I was really surprised at how refreshing the Hawaiian drink was, it was a combination of pineapple and ginger. I walked away with a full stomach and even had leftovers to take home. Lastly, the service is also polite and attentive. I'm always satisfied eating Bolay and this specific establishment seems to offer quality on every level.",0.145,0.0,0.855,Positive
13,Bolay,4.5 star rating,"When I went to Bolay the other times, I was disappointed. After reading my review, Dan and Matthew- both the managers- personally reached out to me and gave me a complimentary bowl. I appreciated this a lot and they fixed the problems that I had addressed in my previous review. I love a restaurant that actually listens to the voiced concerns on their customers. I had never tried the cookies but let me tell you- the snickerdoodle and chocolate chip cookies are so SO great!! I will continue being a regular for their fresh and delicious food!",0.349,0.093,0.558,Positive
14,Bolay,4.5 star rating,"After hearing lots of good things about this lace I finally got a chance to check them out.

When I arrived I was taken back by how busy they were which to me is a great sign that the food is good. I enter to find a bright, clean well-organized dining area. I really loved the color palette here.

It took me a moment to get the layout of the place but it was an easy process. You simply head down to the counter where you place your order. YOu can choose from house-made bowls or choose to build your own.

I went with a build your own. I was able to choose my base from sweet potatoes noodles to rice to spinach. Then you get 2 vegetable options I went with mushrooms and Tuscan Zucchini. Last you choose a protein I went with Terkayi chicken but you can choose bbq chicken, lemon pepper, mojo pork or tofu, and even shrimp. Of meat is not your thing you can add an extra veggie.

The final stop was dressing as well as cheese and cilantro.

I have to say this place is amazing. The food is fresh, great-tasting, and is much healthier than in some places. Plus serve was quick and friendly. Everyone was super sweet and so helpful.

I was really loving the flavors here with grilled vegetables, roasted vegetables, tender flavorful meat. t was a nice change for the taste buds.

Also, the price is reasonable and portions are the perfect size to keep you full and fueled.",0.346,0.013,0.641,Positive
15,Bolay,4.5 star rating,"Wow. Just wow. I can't believe I waited so long to try this place! I went at lunch time and got a small bowl, which was PLENTY of food and let me tell you - ya girl can EAT. I'm stuffed!!

I opted for the build your own bowl option: Sweet potato noodles, teriyaki chicken, broccoli, potatoes. Everything was incredible. I got their garlic sauce on the side as well. They have fountain drinks, but I'd highly recommend doling out the ~$4 for a fresh pressed juice. The strawberry orange was insanely refreshing on this hot day.

There's plenty of seating both inside and outside. The staff are really nice and will offer suggestions and their favorites in case you've never been there and need some help. They also have pre-set bowl options to choose from. I will be back (like really soon).",0.258,0.022,0.72,Positive
16,Bolay,4.5 star rating,"The delicious aromas that hit you when you walk in reassure you you've made a good choice! The food here was super fresh and they had tasty options like black rice, cilantro noodles and meats as well as vegan options! The staff were all super friendly, clean in appearance and quick.",0.609,0.0,0.391,Positive
17,Bolay,4.5 star rating,Very fresh and flavorful dishes. Portions are decent for the price. Sauces on the side are all good too.,0.426,0.0,0.574,Positive
18,Bolay,4.5 star rating,I can't rave about this place enough! please come to Jacksonville lol I eat here every time i'm in gainesville! the large bol is enough for two ppl really. and it's so fresh and properly placed. The black rice is amazing with lemon chicken. i can't get enough! i'd eat here everyday if i could!,0.258,0.0,0.742,Positive
19,Bolay,4.5 star rating,"Nice lunch option. You can try some things out if it's your first time. Nice seating area. Several meal options. I had white rice, noodles, broccoli and BBQ chicken. It was really delicious and flavorful. Setup is like chipotle but I think the food was more fresh and healthier. Definitely like this spot.",0.43,0.0,0.57,Positive
20,La Tienda Latina,4 star rating,"Quite literally my favorite restaurant in Gainesville. My mom from Houston said it's one of the most authentic Mexican inspired places she's ever been to outside of Texas. Almost always a good sign when cops and construction workers are at a spot for lunch cause they know the best spots. You are likely to see just that at La Tienda. The burritos are my favorite for their amazing value, but no one that I've gone with has ever been disappointed with any of the menu items.",0.354,0.049,0.597,Positive
21,La Tienda Latina,4 star rating,"It has been a number of years since I wrote about La Tienda, and now seems as good a time as any.

I get food from La Tienda on a regular basis, and it is always excellent to have. The menu hasn't really changed much over the years, though the prices do appear to have gone up lately. Totally expected, and it is still inexpensive!

The ordering system is still the same... counter service but they bring the food out to your table after finding the numbered placard. Chips are not free, but the salsa and the queso are excellent. I always love getting steak and cheese quesadillas. The tacos are also quite good.

One of the easiest ways to tell that this is the premier place in town to get decent Mexican food is to look at the clientele. The prices are low, and the folks that buy the food know it is good.",0.284,0.021,0.694,Positive
22,La Tienda Latina,4 star rating,"A staple in Gainesville, La Tienda offers the most authentic Mexican food in Gainesville. My go to is their el pastor chimichanga which is a fried burrito stuffed with pineapple and pork topped with avocado and queso. My friend and I also got chips which were fresh and still warm from the fryer. If you're feeling adventurous you can try lingua or beef tongue which my friend loves. This place would be five stars for me however understandably since Covid the prices have increased pretty significantly which has made me go less frequently than before.",0.343,0.0,0.657,Positive
23,La Tienda Latina,4 star rating,"This spot in Gainesville is one of my favorites to go to when in town. It fits any budget being very wallet friendly but also doesn't sacrifice on taste. Known as la tienda or the shop, this restaurant is located on 13th street just a couple blocks away from UF campus. It has everything you need to do grocery shopping and also have a meal. The menu is very extensive and has any option you would desire from a Mexican place. My favorite and always go to is the chicken fajitas. A plate piled high with chicken, peppers, and onions served with tortillas, refried beans, mexican rice and avocado is always a yes for me. I implore to give this place a try in the area. Also they play soccer matches on the occasion.",0.206,0.023,0.771,Positive
24,La Tienda Latina,4 star rating,"Cinco stars for an Estta Bien place!

Super authentic mexican food.

Get the
CHILAQUILES
HUARACHE
HORCHATA",0.245,0.0,0.755,Positive
25,La Tienda Latina,4 star rating,"Incredibly happy with their Birria tacos - Seriously, BIG YUM.  

La Tienda Latina on 13th street in Gainesville, locally established and serving authentic Mexican food for so long I almost forget to visit more often. Great prices, conveniently quick counter service, and friendly staff. Been eating here 10+ times in my life. Plenty of outdoor seating, definitely worth a stop if you're in Gainesville!

On their Facebook post (not on the menu), I saw that they were making birria tacos, and I had to try! Wow - I am so glad I did!!!  They are delicious. I would go back for this dish.

On a side note, the Store section in the back seems to have a good stock of unique things, just a bit dark.",0.312,0.059,0.629,Positive
26,La Tienda Latina,4 star rating,"Whenever you are up in the Gainesville area and want a taste of authentic Mexican food try La Tienda Cantina. Located on S.W. 13th Street, you can recognize it by the large sign visible from the street and the red and green trim of the building. La Tienda offers outdoor seating as well as inside dining.

The inside isn't fancy but it is clean and colorful with artwork and paintings on the tables. It's the kind of place where you can relax, have great food and a beer. It's also family friendly and has a nice selection of kid's meals. There isn't any table service here - you go to the counter and order your food. When your food is ready, they call your number and you go up to the counter again and get your plate. Like I said a relaxed, casual Cantina.

I have never been disappointed with the food whenever we go. La Tienda offers the free chips and salsa plus they have two different kinds of homemade hot sauce for free to go with your meal. Both spicy, one hotter than the other but equally delicious. L I alternate between the two depending on how spicy I want my food.

My meal was Camarones a la Diablo and a side of guacamole along with my plate. Their Platos Fuertes which means dinner plates come with the entree and refried beans and Mexican rice. My dish consisted of shrimp cooked in a spicy red sauce served with refried beans and rice. I didn't feel like having refried beans that day so they were kind enough to give me a double portion of rice. The shrimp were cooked perfectly and the sauce while spicy was not overly hot on the spice scale and had a really good flavor. It was the first time I ordered this particular meal and loved it so much whenever I get the chance again to visit, I will definitely be ordering it. Guacamole was spot on and a treat with their homemade tortilla chips. Generous portions are served so if you go home hungry - it's definitely your fault. Unsweetened ice tea rounded out my meal so refresh that I had several refills.

Staff is very friendly and are bilingual but to make your ordering easier they number their menu items. They did have hand sanitizers at various spots in the restaurant and followed the social distancing recommendations.

An excellent meal that my entire family enjoyed even the little ones. I hope you give this family run Cantina a try!",0.325,0.024,0.652,Positive
27,La Tienda Latina,4 star rating,"Second time here. When in Gainesville, this local favorite should definitely be on your list to try. People arrive in the parking lot before they even open. Plenty of indoor and outdoor seating options too.

The market component is fairly small and mostly comprised of some personal care/hygiene type items and plenty of souvenirs and country specific lanyard, keychains, etc. (Guatemala, Venezuela, and more).

Ordering is easy and done directly at the counter. After paying, they'll give you a number to take to your seat for matching you to the correct order when it comes out.

We opted for tacos, a side of rice and refried beans, and a chicken burrito. The burrito was gigantic and literally bursting at the seems with chicken, beans, and rice. The tacos were excellent too - I'm a big fan of both the al pastor and chorizo tacos here.

The menu is quite large and there are a ton of options to please just about anyone. We'll certainly stop in again the next time we're passing through.",0.195,0.021,0.784,Positive
28,La Tienda Latina,4 star rating,"i've had la tienda before but I wasn't impressed. I decided to try it again since so many people rave about their food. I regret spending my money on this food as I couldn't even eat it properly. I got chicken tacos, and I had to pull all the chicken off as it's so chewy, flavorless and dry I can't even chew or swallow it. the chips and queso is the best thing i've tried from here but still average. the past 2 times i've been here the chicken is not chewable, and the meal is expensive compared to other mexican restaurants . there is better mexican places in gainesville especially if you're looking for tacos.",0.101,0.076,0.823,Positive
29,La Tienda Latina,4 star rating,This place has phenomenal Latino food. Very traditional and the food is served quick. The staff are friendly... I'll be back for sure!,0.314,0.0,0.686,Positive
30,Dragonfly Sushi and Sake,4 star rating,"very good but it smelled weird at the entrance, and there were a few flies in the dining room. which makes me feel weird when i'm eating sushi. but the service was great and the food did not disappoint",0.279,0.243,0.478,Positive
31,Dragonfly Sushi and Sake,4 star rating,"Amazing. Absolutely amazing. I was iffy about going, not because of the appearance but because that type of food isn't normally my cup of tea. But I now cant pass the place without getting excited.",0.317,0.082,0.602,Positive
32,Dragonfly Sushi and Sake,4 star rating,"This remains the best Japanese restaurant in Gainesville after 20+ years. The food and drink is consistently amazing. No matter what you order, or what your dietary restrictions are, you will receive a delicious meal. After years of enjoying wagu & tuna, I went vegan 5 years ago and was delighted to find their vegan options were just as tasty! They have a 7 piece vegan offering that blows my mind every time I have the pleasure of ordering it. The maitake mushroom fritter is also a must have. Finally, the warm spinach salad is so simple yet satisfying!  

The wait can be painful, but I guarantee it is more than worth it!",0.396,0.036,0.569,Positive
33,Dragonfly Sushi and Sake,4 star rating,"Thee elite Sushi bar in the swamp!!

We've been blessed with so many delicious sushi spots in Gainesville and Dragonfly is definitely right up at the top. Don't think that you can just pop up here all the time, a reservation would be a wise choice! Located in the heart of downtown Gainesville, Dragonfly is a fantastic choice for a friend's night out, date night, or whatever occasion you're celebrating.

You're in for a real treat whether you sit and enjoy your dinner al fresca with a view of the city or if you sit inside in the beautifully-decorated interior restaurant. The vibes inside of the restaurant are so moody and chill, I love it!

I honestly feel like there hasn't been a dish that I have failed to enjoy here, from the entrees to the sushi bar - each bite has been worthwhile. The sushi always tastes incredibly fresh and when paired with one of their delicious cocktails? *chefs kiss*  

I've  also always enjoyed the amazing service I've received here and my last visit was no exception. Upon learning that we were celebrating a birthday and major life changes, our amazing server returned to our table with a surprise plate of mochi ice cream, fruit and chocolate - so sweet!!

So if you're looking for a delicious meal paired with a beautiful venue and prime location, look no further.",0.463,0.027,0.51,Positive
34,Dragonfly Sushi and Sake,4 star rating,"I love the sushi, but I order lunch for carryout. The last few times I've done that, my order took way longer than expected. The last time the online estimate was 15 minutes, but actually took 45.

That said, I keep going back because it's that tasty. Just wish they would prioritize online orders in a more efficient way!",0.227,0.0,0.773,Positive
35,Dragonfly Sushi and Sake,4 star rating,"My uncle and cousin told me this was the best sushi they've ever had. They even said a random couple in Greece heard the name Gainesville and immediately raved about Dragonfly. From folks who have traveled all over the world, including Japan, that was hard to believe. But after a fantastic dinner, I think I have to concede.

First off, sake mojitos?? Never heard of it before, but I'm glad this delicious concoction has been added to my repertoire.

The lightly fired ahi tuna appetizer was to die for! Wrapped up in little seaweed packages, the fish just dissolved in your mouth. It's covered in this delicious fried furikake-type seasoning that I could eat by the spoonful (and the waiter said some do).

I had a hard time choosing which rolls to try. They don't have any traditional rolls, but their own interesting twist on everything. Both the Black Dragon and the Dragon Fly roll were incredible!! They were filled with soft-shell crab and eel (which I can never get enough of, and don't always get together). The Black Dragon had an almost BBQ like kick to it. The Dragon Fly was probably my favorite.

We also tried the O-Renji, was was very refreshing and light compared to the others. It was topped with orange, and the fish really shone through with the citrus.

The waitstaff was super friendly, and the place was bustling like bonkers. 100% returning every time I'm in Gainesville.",0.19,0.095,0.715,Positive
36,Dragonfly Sushi and Sake,4 star rating,"My favorite ""treat yourself sushi"" in town! Is it cheap? No. Is it authentic? No. But does it taste delicious and will I continue to come? YES!!  I'd recommend coming close to opening or making a reservation because it does get busy on the weekends and is a popular spot during graduation season.

I think my favorite roll so far is the Smoky Dragon! I really like the Volcano, Black Dragon, and Cobra Kai rolls too. An interesting roll they have is the Mango Tango, and definitely has a unique taste if you're worried about ordering multiple rolls and having the flavors start to all blend together. If you're one of those people who don't like fruits in their savory dishes then this is not for you... I also wouldn't really recommend the ""Spicy roll"" either because it is quite small and sad in comparison to the fancier rolls.

Their ramen is a solid choice too!

I really need to try more rolls! I'm constantly trying to find excuses and reasons to celebrate so that I can make a trip to Dragonfly haha.",0.288,0.077,0.635,Positive
37,Dragonfly Sushi and Sake,4 star rating,"Dragonfly is worth every single wait, bite, and penny. The waitress was so kind- even helping me find a non-alcoholic mocktail to order. I loved the experience of ordering in between rounds and ordering until we were full. The fish is so fresh we could not believe it and ended up ordering more!
The only note I would give is that the sashimi we ordered was cut unevenly. But it was a busy night so I understood. There is an option for everyone here. You must go to Dragonfly!!",0.264,0.041,0.695,Positive
38,Dragonfly Sushi and Sake,4 star rating,"So you can get in the ""queue"" online. It gave us a wait of 52 minutes. No issues as it's an online queue. Directions said show up 10 minutes prior to the time that would be 10 minutes. When we showed up we were told we would be waiting another 45 minutes. So it is obviously apparent the online queue is complete BS. When they texted us to come back we were seated at the Sushi bar not even a table. It is completely unbelievable to me that this place gets anywhere near the business it does being over priced and service is this bad.

So now my girlfriend is basically done eating and my entry hasn't shown up... Getting better.

For the record, the wait staff and kitchen runner have been great. Just seems like the business process is broken as f",0.129,0.073,0.798,Positive
39,Dragonfly Sushi and Sake,4 star rating,"4/15/21: After a long day of driving yesterday, my boyfriend and decided to rest. Then later go out to dinner.

Me, being a sushi lover, I decided to ""Yelp for Help"" hehe
I read the reviews of few Yelpers,  they seemed pleased about this place so then I let my boyfriend know.
Of course, my boyfriend was like, ""You and your Yelp""  LOL... he just jelly, he is not a Yelp Elite :p

ANYWAYS.... My boyfriend and I decided to take an Uber to the place! Even the Uber driver said, ""Dragonfly is amazing!""-- hearing that from the Uber driver, made me more excited :)

Once we arrived. we noticed that the place offers outdoor seatings as well as indoor seatings. [Oh!] the place was pack. However, it did not stop us :)
We went inside and was greeted by the host and the hostess. They told us, ""it would be a 40min wait.""  We responded back, ""that's ok, because it will give us time to look around downtown"" Then the host asked for my name and number. The number was used so the host can text me when a table is available.

[Long story short] Downtown in Gainesville was not bad at all! So many other restaurants to check out... They even had few wall art to look at :)

Fast forward time: The host kept his word about the waiting time :)
We were seated in a nice corner. I enjoyed it because I was able to admire a beautiful view outside as the sun goes down :)

Our waitress, Carol greeted us while serving us water. She was so sweet and polite ! I let her know that there would be two checks; meaning, I would take care of the food and my bf takes care of the drinks (it is never like this all the time, we take turns in paying always). :)

We ordered:
Pork Ramen - $14
--- pork belly, bok choy, bean sprouts,
poached egg, mayu, negi, beni shoga, menma, nori, tonkotsu broth, scallions
Volcano Roll. - $14
--- baked, salmon, bacon, pickled jalapeños, scallop delight, avocado, krab delight, spicy sauce, eel sauce
Mango Tango - $ 11
--- smoked salmon, cream cheese, mango, avocado, tempura flakes, sweet potato curls, peach-apricot reduction
Mango Mochi - $11

Drink:
Wakatake Onikoroshi 'Demon Slayer' - $95
- shizuoka prefecture
junmai daiginjo
--- very clean, beautifully round, silky texture, hints of honeydew

Main reason why my boyfriend got the 'DemonSlayer' was because that's our favorite anime tv show we watched and he loves high quality drinks haha :))

Overall thought, I enjoyed everything!!!! Ramen was cooked just right, Sushi(s) were fresh and delightful. Loved the Mango Mochi!

--- Service, Experience, & Food 10/10 :)

I can't wait to come here whenever I am in town again!

[Oh!] they have a vegetarian menu! :)

Check out the menu! -- Very easy to navigate too!

dragonflyrestaurants.com…",0.266,0.021,0.713,Positive
40,Metro Diner,4.5 star rating,Metro Diner is a must go place for breakfast and brunch. All foods are tasty and full of flavor. The place is sooo busy over the weekend. Our strategy is to sign up a table and swing directly to the fish pet store to kill 30 min waiting time.,0.0,0.148,0.852,Negative
41,Metro Diner,4.5 star rating,"Dinner food. Good. Fast. Plentiful. Cheap.

Hard to find in Florida so kudos to them. Fast service. Hot food. Seating could be better.

Would go back if I'm Jax",0.319,0.049,0.632,Positive
42,Metro Diner,4.5 star rating,"I am back in Florida for a couple of weeks for spring break with my twins and we stopped in at the Metro Diner in Gainesville for breakfast before heading out to see my patents. Even though Metro Diner is a chain, it embodies the essence of local hometown. When we arrived, there was plenty of tables available so we opted to sit outside and enjoy the morning. Our server came over to our table, took our drink order while we perused the menu. The patio was a popular option for people and was filling up quickly with hungry people. A couple sets of customers had their dog with them which added a level of fun. The dogs were super well behaved and the younger crowd enjoyed visiting with them. Our server came back, refilled out drinks,  and took our order.

In no time flat, our breakfast was being brought out to our table. The breakfasts we ordered looked ready for a photo shoot but more importantly were very tasty. There was plenty to eat also as the meals included plenty of food. I ordered the Bissell Breakfast with came with two eggs to order, your choice of meat, hash browns or grits, and a short stack of pancakes. I opted for over medium, sausage patties, and hash browns. Everything was hot and tasty! Exactly what was needed to fuel us for the day.

If you have read my reviews, you will know I am a firm believer in local and supporting local businesses. Even though the Metro Diner isn't really ""local"", it has the feeling of it and that qualifies in my opinion. If you are in the Gainesville Florida area, check out Metro Diner. They do more than breakfast and if breakfast is any indication, everything else will be good also! Finally, the staff is awesome!  Helpful, friendly, and genuinely glad you are there.",0.228,0.022,0.75,Positive
